page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
3024,NULL," Xerium Technologies, Inc. 
								  
",Settled,2006-06-07,2008-11-05,NULL," Consumer Cyclical"," Textiles - Non Apparel"," XRM"," Public (Listed)"," United States"," New York SE"," D. Massachusetts"," 06-CV-10991"," Hon. Rya W. Zobel",2006-06-07,2005-05-16,2005-11-15,"Brodsky & Smith, LLC (former Pennysylvania)11 Bala Avenue, Suite 39, Brodsky & Smith, LLC (former Pennysylvania), PA 19004610.668.7987 610.660.0450 · esmith@Brodsky-Smith.com"," D. Massachusetts"," 06-CV-10991"," Hon. Rya W. Zobel",2006-11-03,2005-05-16,2005-11-15,2006,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL
3025,NULL," CSK Auto Corporation 
								  
",Settled,2006-06-09,2008-07-01,NULL," Consumer Cyclical"," Auto & Truck Parts"," CAO"," Public (Listed)"," United States"," New York SE"," D. Arizona"," 06-CV-01503"," Hon. David G Campbell",2006-06-09,2004-09-02,2006-03-24,"Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix)2901 North Central Avenue - Suite 1000, Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix), AZ 85012602.274.1100 602.274.1199 · "," D. Arizona"," 06-CV-01503"," Hon. David G Campbell",2007-05-25,2003-03-20,2006-04-13,2006,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3026,NULL," InfoSonics Corporation 
								  
",Settled,2006-06-13,2009-05-05,NULL," Technology"," Communications Equipment"," IFO"," Public (Listed)"," United States"," American SE"," S.D. California"," 06-CV-01231"," Hon. Barry Ted Moskowitz",2006-06-13,2006-05-09,2006-06-09,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," S.D. California"," 06-CV-01231"," Hon. Barry Ted Moskowitz",2008-05-23,2006-02-06,2006-08-09,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
3027,NULL," ALZA Corporation 
								  
",Dismissed,1999-10-07,2000-01-20,NULL," Healthcare"," Major Drugs"," AZA"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 99-CV-06584"," Hon. Rebecca R. Pallmeyer",1999-10-07,1999-08-16,1999-10-07,"Miller Faucher and Cafferty LLP30 North LaSalle Street, Miller Faucher and Cafferty LLP, IL 60602312.782.4880  · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3028,NULL," Herley Industries, Inc. 
								  
",Settled,2006-06-15,2010-09-14,NULL," Technology"," Scientific & Technical Instr."," HRLY"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 06-CV-02596"," Hon. Juan R. Sanchez",2006-06-15,2001-10-01,2006-06-14,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," E.D. Pennsylvania"," 06-CV-02596"," Hon. Juan R. Sanchez",2010-02-05,2001-10-01,2006-06-14,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL
3029,NULL," Brooks Automation, Inc. 
								  
",Settled,2006-06-19,2009-06-11,NULL," Technology"," Semiconductors"," BRKS"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 06-CV-11068"," Hon. Rya W. Zobel",2006-06-19,2001-07-25,2006-05-22,"Berman DeValerio Pease Tabacco Burt & Pucillo (MA)One Liberty Square, Berman DeValerio Pease Tabacco Burt & Pucillo (MA), MA 02109617.542.8300  · "," D. Massachusetts"," 06-CV-11068"," Hon. Rya W. Zobel",2007-11-30,2001-07-25,2006-05-22,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL
3030,NULL," Erie Family Life Insurance Company 
								  
",Settled,2006-06-01,2008-03-21,NULL," Financial"," Insurance (Life)"," ERIF.OB"," OTC"," United States"," OTC-BB"," W.D. Pennsylvania"," 06-CV-00130"," Hon. Sean J. McLaughlin",2006-06-01,2004-03-21,2006-05-24,"Johnson Law Firm APC (San Diego)402 W. Broadway, 27th Floor, Johnson Law Firm APC (San Diego), CA 92101619.230.0063 619.230.0063 · "," W.D. Pennsylvania"," 06-CV-00130"," Hon. Sean J. McLaughlin",2006-10-02,2006-03-21,2006-05-24,2006,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3031,NULL," Home Solutions of America, Inc. 
								  
",Settled,2006-06-20,2009-03-26,NULL," Services"," Business Services"," HOM"," Public (Listed)"," United States"," American SE"," N.D. Texas"," 06-CV-01096"," Hon. David C. Godbey",2006-06-20,2006-04-11,2006-06-06,"Glancy Binkow & Goldberg LLP (Los Angeles)1801 Ave. of the Stars, Suite 311, Glancy Binkow & Goldberg LLP (Los Angeles), CA 90067310.201.915 310. 201-916 · info@glancylaw.com"," N.D. Texas"," 06-CV-01096"," Hon. David C. Godbey",2007-03-12,2006-04-11,2007-03-05,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3032,NULL," Antigenics Inc. 
								  
",Dismissed,2006-06-16,2007-03-14,NULL," Healthcare"," Biotechnology & Drugs"," AGEN"," Public (Listed)"," United States"," NASDAQ"," D. New Mexico"," 06-CV-00519"," Hon. Judith C. Herrera",2006-06-16,2003-09-03,2006-03-23,"Ron Bell & Associates610 7th Street NW, Ron Bell & Associates, NM 87102505.242.7979 505.243.7192 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2006,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3033,NULL," KLA-Tencor Corporation 
								  
",Settled,2006-06-29,2008-09-26,NULL," Technology"," Semiconductors"," KLAC"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-04065"," Hon. Martin J. Jenkins",2006-06-29,2003-02-13,2006-05-22,"Berman DeValerio Pease Tabacco Burt & Pucillo (MA)One Liberty Square, Berman DeValerio Pease Tabacco Burt & Pucillo (MA), MA 02109617.542.8300  · "," N.D. California"," 06-CV-04065"," Hon. Martin J. Jenkins",2007-03-06,2001-06-30,2006-05-21,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3034,NULL," Terayon Communication Systems, Inc. 
								  
",Settled,2006-06-23,2008-09-23,NULL," Technology"," Communications Equipment"," TERN"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-03936"," Hon. Martin J. Jenkins",2006-06-23,2004-10-28,2006-03-01,"Glancy Binkow & Goldberg LLP (Los Angeles)1801 Ave. of the Stars, Suite 311, Glancy Binkow & Goldberg LLP (Los Angeles), CA 90067310.201.915 310. 201-916 · info@glancylaw.com"," N.D. California"," 06-CV-03936"," Hon. Martin J. Jenkins",2007-01-08,2001-06-28,2006-03-01,2006,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
3036,NULL," Ionatron, Inc. 
								  
",Settled,2006-07-12,2009-10-01,NULL," Capital Goods"," Aerospace & Defense"," IOTN"," Public (Listed)"," United States"," NASDAQ"," D. Arizona"," 06-CV-00354"," Hon. Cindy K Jorgenson",2006-07-12,2005-06-27,2006-05-10,"Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix)2901 North Central Avenue - Suite 1000, Bonnett, Fairbourn, Friedman & Balint, PC (Phoenix), AZ 85012602.274.1100 602.274.1199 · "," D. Arizona"," 06-CV-00354"," Hon. Cindy K Jorgenson",2007-01-25,2005-06-27,2006-05-10,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3037,NULL," NPS Pharmaceuticals, Inc. 
								  
",Settled,2006-07-12,2009-11-03,NULL," Healthcare"," Biotechnology & Drugs"," NPSP"," Public (Listed)"," United States"," NASDAQ"," D. Utah"," 06-CV-00570"," Hon. Paul G. Cassell",2006-07-12,2005-08-10,2006-05-02,"Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza)One Pennsylvania Plaza, Suite 1910, Abraham, Fruchter & Twersky (New York, One Pennsylvania Plaza), NY 10119212.279.5050 212.279.3655 · JFruchter@FruchterTwersky.com"," D. Utah"," 06-CV-00570"," Hon. Paul G. Cassell",2007-01-16,2001-08-07,2006-05-02,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3038,NULL," Sunterra Corporation 
								  
",Settled,2006-07-12,2009-02-10,NULL," Services"," Real Estate Operations"," SNRR"," Public (Listed)"," United States"," NASDAQ"," D. Nevada"," 06-CV-00844"," Hon. Brian E. Sandoval",2006-07-12,2003-04-15,2006-06-22,"Dyer & Shuman, LLP 801 E. 17th Avenue, Dyer & Shuman, LLP , CO 80218-1417303.861.3003 800.711.6483 · info@dyershuman.com"," D. Nevada"," 06-CV-00844"," Hon. Brian E. Sandoval",2007-08-21,2003-04-15,2006-06-22,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3039,NULL," ADE Corporation 
								  
",Settled,2006-06-13,2007-05-17,NULL," Technology"," Semiconductors"," ADEX"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 06-CV-11033"," Hon. Patti B. Saris",2006-06-13,2006-02-22,2006-06-13,"Shapiro Haber & Urmy LLP (Boston)75 State Street, Shapiro Haber & Urmy LLP (Boston), MA 02109617.439.3939 617.439.0134 · info@shulaw.com"," D. Massachusetts"," 06-CV-11033"," Hon. Patti B. Saris",2006-06-27,2006-02-22,2006-06-13,2006,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3040,NULL," Juniper Networks, Inc. 
								  
",Settled,2006-07-14,2010-08-31,NULL," Technology"," Computer Networks"," JNPR"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-04327"," Hon. Martin J. Jenkins",2006-07-14,2003-09-01,2006-05-22,"Alexander, Hawes & Audet LLP221 Main Street, Suite 1460, Alexander, Hawes & Audet LLP, CA 94105415.982.1776 415.576.1776 · info@alexanderlaw.com"," N.D. California"," 06-CV-04327"," Hon. Martin J. Jenkins",2007-04-09,2001-07-12,2006-08-10,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL
3041,NULL," Par Pharmaceutical Companies, Inc. 
								  
",Settled,2006-07-17,2013-12-11,NULL," Healthcare"," Major Drugs"," PRX"," Public (Listed)"," United States"," New York SE"," D. New Jersey"," 06-CV-03226"," Hon. Ronald J. Hedges",2006-07-17,2004-04-29,2006-07-05,"Law Office Of Benjamin LevineOne Gateway Center, Suite 2500, Law Office Of Benjamin Levine, NJ 07102973.623.3000  · "," D. New Jersey"," 06-CV-03226"," Hon. Ronald J. Hedges",2008-07-23,2001-07-23,2006-07-05,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3042,NULL," Rambus, Inc. 
								  
",Settled,2006-07-17,2010-05-03,NULL," Technology"," Semiconductors"," RMBS"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-04346"," Hon. Jeremy Fogel",2006-07-17,2001-12-12,2006-06-27,"Kantrowitz, Goldhamer & Graifman747 Chestnut Ridge Road, Kantrowitz, Goldhamer & Graifman, NY 10977845.356.2570. 845.356.4335 · "," N.D. California"," 06-CV-04346"," Hon. Jeremy Fogel",2007-02-14,2001-12-04,2006-07-18,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3043,NULL," Zale Corporation 
								  
",Settled,2006-07-19,2008-07-11,NULL," Services"," Retail (Specialty)"," ZLC"," Public (Listed)"," United States"," New York SE"," N.D. Texas"," 06-CV-05464"," Hon. Harold Baer",2006-07-19,2005-02-18,2006-05-05,"Goldman Scarlato & Karon P.C.101 W. Elm Street, Suite 360, Goldman Scarlato & Karon P.C., PA 19428484.342.0700 484.342.0700 · info@gsk-law.com"," N.D. Texas"," 06-CV-01470"," Hon. Harold Baer",2007-01-29,2005-02-18,2006-05-05,2006,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3044,NULL," Jos. A. Bank Clothiers, Inc. 
								  
",Settled,2006-07-24,2010-07-20,NULL," Services"," Retail (Apparel)"," JOSB"," Public (Listed)"," United States"," NASDAQ"," D. Maryland"," 06-CV-01892"," Hon. William M. Nickerson",2006-07-24,2006-01-05,2006-06-07,"Law Offices of Bernard M. Gross (Philadelphia) (former)1515 Locust Street, 2nd Floor, Law Offices of Bernard M. Gross (Philadelphia) (former), PA 19102215-561-3600 215-561-3000 · bmgross@bernardmgross.com"," D. Maryland"," 06-CV-01892"," Hon. William M. Nickerson",2007-02-23,2005-12-05,2006-06-07,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3045,NULL," Knight Trading Group, Inc. 
								  
",Dismissed,2000-06-02,2002-03-19,NULL," Financial"," Investment Services"," NITE"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 00-CV-02677"," Hon. Dickinson R. Debevoise",2000-06-02,1900-01-01,1900-01-01,"Kantrowitz, Goldhamer & Graifman, P.C.210 Summit Avenue, Kantrowitz, Goldhamer & Graifman, P.C., NJ 07645201-391-7000 201-307-1086 · kgg@kgglaw.com"," D. New Jersey"," 00-CV-02677"," Hon. Dickinson R. Debevoise",2000-11-16,1900-01-01,1900-01-01,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3046,NULL," FoxHollow Technologies, Inc. 
								  
",Dismissed,2006-07-28,2008-05-27,NULL," Healthcare"," Medical Equipment & Supplies"," FOXH"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-04595"," Hon. Phyllis J. Hamilton",2006-07-28,2005-05-13,2006-01-26,"Brower Piven (Baltimore)The World Trade Center-Baltimore. 401 East Pratt Street, Suite 2525, Brower Piven (Baltimore), MD410.332.0030 410.685.1300 · info@browerpiven.com"," N.D. California"," 06-CV-04595"," Hon. Phyllis J. Hamilton",2007-10-19,2005-08-25,2006-01-26,2006,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3047,NULL," Centene Corporation 
								  
",Dismissed,2006-07-28,2007-06-29,NULL," Financial"," Insurance (Accident & Health)"," CNC"," Public (Listed)"," United States"," New York SE"," E.D. Missouri"," 06-CV-1142"," Hon. Catherine D. Perry",2006-07-28,2006-06-21,2006-07-17,"Abbey Spanier Rodd Abrams & Paradis, LLP (New York)212 East 39th Street, Abbey Spanier Rodd Abrams & Paradis, LLP (New York), NY 10016212-889-3700 212-684-519 · info@abbeyspanier.com"," E.D. Missouri"," 06-CV-1142"," Hon. Catherine D. Perry",2007-01-17,2006-04-25,2006-07-17,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3048,NULL," SafeNet, Inc. 
								  
",Settled,2006-08-01,2012-12-11,NULL," Technology"," Software & Programming"," SFNT"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 06-CV-5797"," Hon. Paul A. Crotty",2006-08-01,2003-03-31,2006-05-18,"Bernstein Litowitz Berger & Grossmann LLP (Former New York)1285 Avenue of the Americas, 33rd Floor, Bernstein Litowitz Berger & Grossmann LLP (Former New York), NY 10019212.554.1400 212.554.1444 · blbg@blbglaw.com"," S.D. New York"," 06-CV-5797"," Hon. Paul A. Crotty",2008-08-01,2003-03-31,2006-05-18,2006,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3049,NULL," Ventro Corporation 
								  
",Settled,2001-04-24,2009-10-06,NULL," Basic Materials"," Chemicals - Plastics & Rubber"," VNTR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-03450"," Hon. Barbara S. Jones",2001-04-24,1999-07-26,2001-03-26,"Lovell & Stewart LLP (New York)500 Fifth Avenue, Lovell & Stewart LLP (New York), NY 10110212.608.1900 212.719.4677 · sklovell@aol.com"," S.D. New York"," 01-CV-03450"," Hon. Barbara S. Jones",2002-04-19,1999-07-26,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
3050,NULL," Scottish Re Group Limited 
								  
",Settled,2006-08-02,2008-12-12,NULL," Financial"," Insurance (Life)"," SCT"," Public (Listed)"," Bermuda"," New York SE"," S.D. New York"," 06-CV-5853"," Hon. Shira A. Scheindlin",2006-08-02,2005-12-16,2006-07-28,"Abbey Spanier Rodd Abrams & Paradis, LLP (New York)212 East 39th Street, Abbey Spanier Rodd Abrams & Paradis, LLP (New York), NY 10016212-889-3700 212-684-519 · info@abbeyspanier.com"," S.D. New York"," 06-CV-5853"," Hon. Shira A. Scheindlin",2006-12-04,2005-02-17,2006-07-31,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
3052,NULL," IMAX Corporation 
								  
",Settled,2006-08-11,2013-11-22,NULL," Services"," Motion Pictures"," IMAX"," Public (Listed)"," Canada"," NASDAQ"," S.D. New York"," 06-CV-06128"," Hon. Naomi Reice Buchwald",2006-08-11,2006-02-17,2006-08-09,"Abbey Spanier Rodd Abrams & Paradis, LLP (New York)212 East 39th Street, Abbey Spanier Rodd Abrams & Paradis, LLP (New York), NY 10016212-889-3700 212-684-519 · info@abbeyspanier.com"," S.D. New York"," 06-CV-06128"," Hon. Naomi Reice Buchwald",2007-10-02,2003-02-27,2007-07-20,2006,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3053,NULL," Broadcom Corporation 
								  
",Settled,2006-08-11,2010-08-12,NULL," Technology"," Semiconductors"," BRCM"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 06-CV-5036"," Hon. Manuel L. Real",2006-08-11,2005-07-21,2006-07-13,"Braun Law Group, P.C.  (Former)12400 Wilshire Blvd., Suite 920, Braun Law Group, P.C.  (Former), CA 90025888.658.7100  · info@braunlawgroup.com"," C.D. California"," 06-CV-5036"," Hon. Manuel L. Real",2008-10-27,2005-07-21,2006-07-13,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3054,NULL," Witness Systems, Inc. 
								  
",Dismissed,2006-08-14,2008-03-31,NULL," Technology"," Software & Programming"," WITS"," Public (Listed)"," United States"," NASDAQ"," N.D. Georgia"," 06-CV-1894"," Hon. Clarence Cooper",2006-08-14,2004-04-23,2006-08-11,"Kahn Gauthier Swick, LLC (New Orleans)650 Poydras St. Suite 2150, Kahn Gauthier Swick, LLC (New Orleans), LA 70130504.455.1400  · lewis.kahn@kglg.com"," N.D. Georgia"," 06-CV-1894"," Hon. Clarence Cooper",2007-04-06,2004-04-23,2006-08-11,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3055,NULL," Parlux Fragrances Incorporated 
								  
",Dismissed,2006-08-17,2007-02-14,NULL," Consumer Non-Cyclical"," Personal & Household Products"," PARL"," Public (Listed)"," United States"," NASDAQ"," S.D. Florida"," 06-CV-61250"," Hon. Paul C. Huck",2006-08-17,2006-02-08,2006-08-10,"Kahn Gauthier Swick, LLC (New Orleans)650 Poydras St. Suite 2150, Kahn Gauthier Swick, LLC (New Orleans), LA 70130504.455.1400  · lewis.kahn@kglg.com"," S.D. Florida"," 06-CV-61250"," Hon. Paul C. Huck",2006-11-08,2005-11-15,2006-08-10,2006,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3056,NULL," Zoran Corporation 
								  
",Dismissed,2006-08-10,2007-03-20,NULL," Technology"," Semiconductors"," ZRAN"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-04843"," Hon. William H. Alsup",2006-08-10,1998-07-01,2001-09-30,"Stull, Stull & Brody  (Los Angeles)10940 Wilshire Boulevard - Suite 2300, Stull, Stull & Brody  (Los Angeles), CA 90024310.209.2468  · "," N.D. California"," 06-CV-04843"," Hon. William H. Alsup",2007-02-20,2001-08-10,2006-10-24,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
3057,NULL," Genesis Microchip, Inc. 
								  
",Settled,2002-11-07,2006-12-08,NULL," Technology"," Semiconductors"," GNSS"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 02-CV-05344"," Hon. Martin J. Jenkins",2002-11-07,2002-04-29,2002-06-14,"Wolf Popper, LLP845 Third Avenue, Wolf Popper, LLP, NY 10022-6689877.370.7703 212.486.2093 · IRRep@wolfpopper.com "," N.D. California"," 02-CV-05344"," Hon. Martin J. Jenkins",2004-05-27,2002-04-29,2002-06-14,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
3058,NULL," Apple Computer, Inc. 
								  
",Settled,2006-08-24,2011-05-17,NULL," Technology"," Computer Hardware"," AAPL"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 06-CV-05208"," Hon. Marilyn Hall Patel",2006-08-24,2005-12-01,2006-08-11,"Kantrowitz, Goldhamer & Graifman747 Chestnut Ridge Road, Kantrowitz, Goldhamer & Graifman, NY 10977845.356.2570. 845.356.4335 · "," N.D. California"," 06-CV-05208"," Hon. Marilyn Hall Patel",2010-05-14,2001-08-24,2006-06-29,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
3059,NULL," RelationServe Media, Inc. 
								  
",Dismissed,2006-08-28,2010-10-12,NULL," Services"," Communications Services"," RSVM"," Privately Held"," United States"," Privately Traded"," S.D. Florida"," 06-CV-61327"," Hon. Paul C. Huck",2006-08-28,2005-05-24,2006-08-28,"Friedman, Rosenwasser & Goldbaum, P.A.5355 Town Center Rd. #801, Friedman, Rosenwasser & Goldbaum, P.A., FL 33486561.395.5511 561.395.5511 · "," S.D. Florida"," 06-CV-61327"," Hon. Paul C. Huck",2007-03-19,2005-06-30,2006-05-23,2006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
