page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading,Sexual_Misconduct
1679,NULL," Centra Software, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Software & Programming"," CTRA"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10988"," Shira A. ",2001-12-06,2000-02-03,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10988"," Hon. Shira A. Scheindlin",2002-05-10,2000-02-03,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1680,NULL," Resonate, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Software & Programming"," RSNT"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11245"," Shira A. ",2001-12-06,2000-08-02,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11245 "," Hon. Shira A. Scheindlin",2002-04-19,2000-08-02,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1681,NULL," Click Commerce, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Software & Programming"," CKCM"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11234"," Shira A. ",2001-12-06,2000-06-26,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11234"," Hon. Shira A. Scheindlin",2002-04-19,2000-06-26,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1682,NULL," Symyx Technologies, Inc. 
								  
",Dismissed,2001-12-05,2002-04-04,NULL," Basic Materials"," Chemical Manufacturing"," SMMX"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10981"," Shira A. ",2001-12-05,1999-11-18,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com",None,None,None,1900-01-01,1900-01-01,1900-01-01,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1683,NULL," TeleCorp PCS, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Services"," Communications Services"," TLCP"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11249"," Shira A. ",2001-12-06,1999-11-22,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11249"," Hon. Shira A. Scheindlin",2002-04-19,1999-11-23,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1684,NULL," Xpedior, Inc. 
								  
",Settled,2001-12-05,2009-10-06,NULL," Technology"," Computer Services"," XPDR"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10984"," Shira A. ",2001-12-05,1999-12-15,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10984"," Hon. Shira A. Scheindlin",2002-04-19,1999-12-15,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1685,NULL," Digital Insight Corporation 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Computer Services"," DGIN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11231"," Shira A. ",2001-12-06,1999-09-30,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11231"," Hon. Shira A. Scheindlin",2002-04-19,1999-09-30,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1687,NULL," Optical Cable Corporation 
								  
",Settled,2001-11-26,2002-09-23,NULL," Basic Materials"," Misc. Fabricated Products"," OCCF"," Public (Listed)"," United States"," NASDAQ"," W.D. Virginia"," 01-CV-00937"," James C. ",2001-11-26,2000-07-31,2001-10-08,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," W.D. Virginia"," 01-CV-00937"," Hon. James C. Turk",2002-05-02,2000-07-31,2001-10-08,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1688,NULL," AEGON USA, Inc. 
								  
",Dismissed,2001-12-10,2007-06-26,NULL," Financial"," Insurance (Life)"," "," Privately Held"," United States"," Privately Traded"," M.D. Florida"," 01-CV-02617"," Charles A",2001-12-10,1998-10-01,2001-12-01,"Chitwood & Harley LLP (Atlanta)7945 East Paces Ferry Road, 1400 Resurgens Plaza, Chitwood & Harley LLP (Atlanta), GA 30326404.266.1650  · info@chitwoodlaw.com"," M.D. Florida"," 07-CV-00640"," Hon. Charles A. Pannell",2007-04-19,1998-10-01,2001-10-01,2001,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL
1689,NULL," Take-Two Interactive 
								  
",Settled,2001-12-18,2002-10-15,NULL," Technology"," Software & Programming"," TTWO"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-9919"," Denise L.",2001-12-18,2000-02-24,2001-12-17,"Bull & Lifshitz18 East 41st St., Bull & Lifshitz, NY 10017212.213.6222 212.213.9405 · "," S.D. New York"," 01-CV-9919"," Hon. Denise L. Cote",2002-04-12,2000-02-24,2001-12-17,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1690,NULL," Daleen Technologies, Inc. 
								  
",Settled,2001-12-24,2009-10-06,NULL," Technology"," Software & Programming"," DALN"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10944"," Shira A. ",2001-12-24,1999-09-30,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10944"," Hon. Shira A. Scheindlin",2002-04-19,1999-09-30,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1691,NULL," Nextel Partners, Inc. 
								  
",Settled,2001-12-05,2009-10-06,NULL," Services"," Communications Services"," NXTP"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10945"," Shira A. ",2001-12-05,2000-02-22,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10945 "," Hon. Shira A. Scheindlin",2002-04-19,2000-02-22,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1692,NULL," Silicon Laboratories, Inc. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Technology"," Semiconductors"," SLAB"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11218"," Shira A. ",2001-12-06,2000-03-23,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11218 "," Hon. Shira A. Scheindlin",2002-04-19,2000-04-24,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1695,NULL," Infonet Services Corporation 
								  
",Settled,2001-12-05,2004-07-27,NULL," Services"," Communications Services"," IN"," Public (Listed)"," United States"," New York SE"," C.D. California"," 01-CV-10456"," Nora M. M",2001-12-05,1999-12-16,2001-07-31,"Lionel Z. Glancy1801 Avenue of the Stars Suite 308, Lionel Z. Glancy, CA 90067310.201.9150  · "," C.D. California"," 01-CV-10456"," Hon. Nora M. Manella",2002-07-03,1999-12-16,2001-08-07,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1696,NULL," TALX Corporation 
								  
",Settled,2001-12-26,2004-10-06,NULL," Technology"," Computer Services"," TALX"," Public (Listed)"," United States"," NASDAQ"," E.D. Missouri"," 01-CV-02014"," Donald J.",2001-12-26,2001-07-18,2001-10-01,"Brian Felgoise230 South Broad Street, Suite 404 , Brian Felgoise, PA 19102215.735.6810 215/735.5185. · "," E.D. Missouri"," 01-CV-02014"," Hon. Donald J. Stohr",2003-05-30,2001-04-25,2002-11-14,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,1,NULL,NULL,1,NULL,NULL
1697,NULL," Capstone Turbine Corp. 
								  
",Settled,2001-12-06,2009-10-06,NULL," Capital Goods"," Misc. Capital Goods"," CPST"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-11220"," Shira A. ",2001-12-06,2000-06-28,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-11220"," Hon. Shira A. Scheindlin",2002-04-19,2000-06-28,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,1,NULL,1,1,1,NULL,1,1,NULL,NULL
1698,NULL," Novatel Wireless, Inc. 
								  
",Dismissed,2001-11-20,2002-12-20,NULL," Technology"," Communications Equipment"," NVTL"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10560"," Shira A. ",2001-11-20,2000-11-15,2000-12-06,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10560"," Hon. Shira A. Scheindlin",2002-04-19,2000-11-15,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,1,1,NULL,1,1,NULL,NULL
1699,NULL," Homestore.com, Inc. 
								  
",Settled,2001-12-27,2012-04-27,NULL," Services"," Real Estate Operations"," HOMS"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 01-CV-11115"," Gary A. F",2001-12-27,2000-07-20,2001-12-21,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," C.D. California"," 01-CV-11115"," Hon. Gary A. Feess",2007-01-10,2000-01-01,2001-12-21,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
1700,NULL," ACLN, Ltd. 
								  
",Settled,2001-12-21,2004-05-14,NULL," Transportation"," Misc. Transportation"," ASW"," Public (Listed)"," Belgium"," New York SE"," S.D. New York"," 01-CV-11814"," Theodore ",2001-12-21,2000-06-29,2001-12-20,"Abbey Gardy & Squiteri LLP (San Francisco)595 Market Street, Suite 2500, Abbey Gardy & Squiteri LLP (San Francisco), CA 94105415.538.3725  · "," S.D. New York"," 01-CV-11814"," Hon. Theodore H. Katz",2002-05-29,2000-06-29,2002-03-18,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1702,NULL," Globix Corporation 
								  
",Settled,2002-01-04,2005-12-13,NULL," Technology"," Computer Services"," GBIX"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 02-CV-00082"," Jed S. Ra",2002-01-04,2000-11-16,2001-12-27,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," S.D. New York"," 02-CV-00082"," Hon. Jed S. Rakoff",2002-06-28,2000-11-16,2001-12-27,2002,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1703,NULL," Rent-A-Center, Inc. 
								  
",Settled,2002-01-04,2010-08-24,NULL," Services"," Rental & Leasing"," RCII"," Public (Listed)"," United States"," NASDAQ"," E.D. Texas"," 02-CV-00003"," David Fol",2002-01-04,2001-04-25,2001-10-08,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," E.D. Texas"," 02-CV-00003"," Hon. David Folsom",2004-07-07,2001-04-25,2001-10-08,2002,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL
1704,NULL," ImClone Systems, Inc. 
								  
",Settled,2002-01-07,2007-05-30,NULL," Healthcare"," Biotechnology & Drugs"," IMCL"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 02-CV-00109"," Richard O",2002-01-07,2001-05-12,2002-01-04,"Beatie & Osborne LLP599 Lexington Avenue, 42nd Floor, Beatie & Osborne LLP, NY 10022212.888.9000 212.888.9664 · "," S.D. New York"," 02-CV-00109"," Hon. Richard Owen",2002-10-22,2001-03-27,2002-01-25,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1705,NULL," Rica Foods, Inc. 
								  
",Dismissed,2002-01-08,2003-04-17,NULL," Consumer Non-Cyclical"," Food Processing"," RCF"," Public (Listed)"," United States"," American SE"," S.D. Florida"," 02-CV-20070"," Paul C. H",2002-01-08,2001-01-16,2001-12-28,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," S.D. Florida"," 02-CV-20070"," Hon. Paul C. Huck",2002-08-07,2001-01-16,2001-12-28,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1706,NULL," Flashnet Communications, Inc. 
								  
",Settled,2001-11-28,2009-10-06,NULL," Technology"," Computer Services"," FLAS"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 01-CV-10738"," Shira A. ",2001-11-28,1999-03-16,2000-05-31,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. New York"," 01-CV-10738"," Hon. Shira A. Scheindlin",2002-04-19,1999-03-16,2000-12-06,2001,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL
1708,NULL," Rhythms NetConnections, Inc. 
								  
",Settled,2002-01-10,2009-04-24,NULL," Services"," Communications Services"," RTHMQ"," Public (Listed)"," United States"," NASDAQ"," D. Colorado"," 02-CV-00035"," John L. K",2002-01-10,2000-01-06,2001-04-02,"Dyer & Shuman, LLP801 East 17th Avenue, Dyer & Shuman, LLP, CO 80218-1417303.861.3003 800.711.6483 · info@dyershuman.com"," D. Colorado"," 02-CV-00035"," Hon. John L. Kane",2002-10-21,2000-01-06,2001-04-02,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1709,NULL," HA-LO Industries, Inc. 
								  
",Settled,2002-01-11,2007-07-31,NULL," Services"," Advertising"," HMLOQ"," Public (Listed)"," United States"," NASDAQ"," N.D. Illinois"," 02-CV-00270"," James F. ",2002-01-11,1999-02-18,2001-11-23,"Cauley Geller, Bowman Coates & Rudman, LLP  (Boca Raton, FL)One Boca Place.  2255 Glades Road, Suite 421A, Cauley Geller, Bowman Coates & Rudman, LLP  (Boca Raton, FL), FL 33431561.750.3000 561.750.3364 · "," N.D. Illinois"," 02-CV-00270"," Hon. James F. Holderman",2002-05-28,1999-02-18,2001-07-30,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1710,NULL," McLeodUSA, Inc. 
								  
",Settled,2002-01-11,2008-03-26,NULL," Services"," Communications Services"," MCLD"," Public (Listed)"," United States"," NASDAQ"," N.D. Iowa"," 02-CV-00001"," Edward J.",2002-01-11,2001-01-30,2001-12-03,"Lockridge, Grindal, Nauen P.L.L.P.Suite 301, 660 Pennsylvania Avenue Southeast, Lockridge, Grindal, Nauen P.L.L.P., DC 20003-4335202.544.9840 202.544.9850 · "," N.D. Iowa"," 02-CV-00001"," Hon. Edward J. McManus",2002-06-17,2001-01-03,2001-12-03,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,1,NULL,1,1,NULL,NULL
1711,NULL," Suprema Specialties, Inc. 
								  
",Settled,2002-01-14,2008-04-28,NULL," Consumer Non-Cyclical"," Food Processing"," CHEZ"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 02-CV-00168"," William H",2002-01-14,2001-08-15,2001-12-21,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," D. New Jersey"," 02-CV-00168"," Hon. William H. Walls",2004-01-30,2000-09-27,2001-12-21,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL
1712,NULL," SYNSORB Biotech, Inc. 
								  
",Settled,2002-01-17,2003-09-17,NULL," Healthcare"," Biotechnology & Drugs"," SYBB"," Public (Listed)"," Canada"," NASDAQ"," S.D. New York"," 02-CV-00434"," Lawrence ",2002-01-17,2001-04-04,2001-12-10,"Cauley Geller Bowman Coates & Rudman LLP  (Little Rock, AR)P.O. Box 25438, Cauley Geller Bowman Coates & Rudman LLP  (Little Rock, AR), AR 72221-5438501.312.8500 501.312.8505 · ",None,None,None,1900-01-01,1900-01-01,1900-01-01,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1715,NULL," Digital Island, Inc. 
								  
",Dismissed,2002-01-22,2004-06-16,NULL," Technology"," Computer Services"," ISLD"," Public (Listed)"," United States"," NASDAQ"," D. Delaware"," 02-CV-00057"," Gregory M",2002-01-22,2001-05-14,2001-08-30,"Law Offices of Charles J. Piven, P.A.World Trade Center-Baltimore,401 East Pratt Suite 2525, Law Offices of Charles J. Piven, P.A., MD 21202410.332.0030  · pivenlaw@erols.com"," D. Delaware"," 02-CV-00057"," Hon. Gregory M. Sleet",2002-05-15,2001-05-14,2001-08-30,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
1716,NULL," PDI, Inc. 
								  
",Dismissed,2002-01-16,2006-11-02,NULL," Services"," Business Services"," PDII"," Public (Listed)"," United States"," NASDAQ"," D. New Jersey"," 02-CV-0211"," Katharine",2002-01-16,2001-05-22,2001-11-12,"Berger & Montague PC1622 Locust Street, Berger & Montague PC, PA 19103800.424.6690 215.875.4604 · investorprotect@bm.net"," D. New Jersey"," 02-CV-0211"," Hon. Katharine S. Hayden",2005-10-21,2001-05-22,2002-08-12,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1717,NULL," Ford Motor Company 
								  
",Dismissed,2002-01-29,2006-01-19,NULL," Consumer Cyclical"," Auto & Truck Manufacturers"," F"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 02-CV-0686"," Milton Po",2002-01-29,1998-12-01,2002-01-02,"Lovell Stewart Halebian LLP (former New York)500 Fifth Avenue, Lovell Stewart Halebian LLP (former New York), NY 10110212.608.1900 212.719.4677 · info@lshllp.com"," S.D. New York"," 02-CV-0686"," Hon. Milton Pollack",2004-03-29,1999-12-01,2002-01-02,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL
1719,NULL," PNC Financial Services Group, Inc. 
								  
",Settled,2002-02-01,2006-07-13,NULL," Financial"," Regional Banks"," PNC"," Public (Listed)"," United States"," New York SE"," W.D. Pennsylvania"," 02-CV-271"," Robert J.",2002-02-01,2001-07-19,2002-01-29,"Abbey Gardy, LLP (New York)212 East 39th Street, Abbey Gardy, LLP (New York), NY 10016212.889.3700  · info@abbeygardy.com"," W.D. Pennsylvania"," 02-CV-271"," Hon. Robert J. Cindrich",2005-03-31,2001-07-19,2002-07-18,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL
1720,NULL," Dynacq International, Inc. 
								  
",Dismissed,2002-01-31,2004-05-19,NULL," Healthcare"," Healthcare Facilities"," DYII"," Public (Listed)"," United States"," NASDAQ"," S.D. Texas"," 02-CV-00377"," Lee H. Ro",2002-01-31,1999-11-29,2002-01-16,"Bernstein Liebhard & Lifshitz, LLP (New York)10 E. 40th Street, 22nd Floor, Bernstein Liebhard & Lifshitz, LLP (New York), NY 10016800.217.1522  · info@bernlieb.com"," S.D. Texas"," 02-CV-00377"," Hon. Lee H. Rosenthal",2002-09-16,2000-11-30,2002-01-16,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
1722,NULL," Hanover Compressor Company 
								  
",Settled,2002-02-04,2004-02-09,NULL," Services"," Rental & Leasing"," HC"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 02-CV-0410"," Vanessa D",2002-02-04,2000-11-08,2002-01-28,"Barrett, Johnston & Parsley217 Second Avenue, N, Barrett, Johnston & Parsley, TN 37201615.244.2202  · "," S.D. Texas"," 02-CV-0410"," Hon. Vanessa D. Gilmore",2003-09-05,1999-05-04,2002-12-23,2002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL
