page_number,defendant_address,defendant_name,case_status,filling_date,close_date,case_summary,Sector,Industry,Symbol,Status_2,Headquarters,Company_market,Court,Docket,Judge,Date_Filed,Class_Period_Start,Class_Period_End,Plaintiff_firm,Ref_court,Ref_docket,Ref_judge,Ref_date_filed,Ref_class_period_start,Ref_class_period_end,YEAR_FILED,Breach_Fiduciary_Duties,Merger,Proxy_violation,Related_parties,Stock_Drop,Cash_Flow,Revenue_Rec,Net_Income,Customers,Fourth_Quarter,Third_Quarter,Second_Quarter,Press_Release,10K_Filling,10Q_Filling,Corporate_Governance,Conflicts_Interest,Accounting,Fees,Failed_disclose,False_misleading,Commissions,Bankruptcy,Secondary_Offering,IPO,1934_Exchange_Act,Derivative,10b5,1933_Act,Heavy_trading
4210,NULL," Oclaro, Inc. 
								  
",Settled,2011-05-19,2014-05-05,NULL," Technology"," Communications Equipment"," OCLR"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 11-CV-02448"," Hon.Edwar",2011-05-19,2010-05-06,2010-10-27,"Robbins Geller Rudman & Dowd LLP (San Francisco)100 Pine Street, Suite 2600, Robbins Geller Rudman & Dowd LLP (San Francisco), CA 94111415.288.4545 415.288.4534 · "," N.D. California"," 11-CV-02448"," Hon.Edward M. Chen",2011-10-27,2010-05-06,2010-10-28,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL
4211,NULL," Logitech International SA 
								  
",Dismissed,2011-05-23,2012-09-28,NULL," Technology"," Computer Peripherals"," LOGI"," Public (Listed)"," Switzerland"," NASDAQ"," N.D. California"," 11-CV-03520"," Hon.Victo",2011-05-23,2010-10-28,2011-04-01,"Dyer & Berens LLP303 East 17th Avenue, Suite 300, Dyer & Berens LLP, CO 80203303.861.1764 303.861.1764 · "," N.D. California"," 11-CV-03855"," Hon.Victor Marrero",2012-01-09,2010-10-28,2011-09-21,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4212,NULL," Longtop Financial Technologies Limited 
								  
",Settled,2011-05-23,2015-03-19,NULL," Technology"," Software & Programming"," LFT"," Public (Listed)"," China"," New York SE"," S.D. New York"," 11-CV-04402"," Hon. Marg",2011-05-23,2009-06-29,2011-04-25,"Grant & Eisenhofer (New York)485 Lexington Avenue, 29th Floor, Grant & Eisenhofer (New York), NY646.722.8500 646.722.8500 · lawyers@gelaw.com"," S.D. New York"," 11-CV-03658"," Hon. Margaret M. Morrow",2011-11-18,2009-06-29,2011-05-17,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4213,NULL," Yongye International, Inc. 
								  
",Dismissed,2011-05-26,2012-03-06,NULL," Basic Materials"," Chemical Manufacturing"," YONG"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 11-CV-03616"," Hon.Richa",2011-05-26,2010-08-11,2011-05-11,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," S.D. New York"," 11-CV-03616"," Hon.Richard J. Sullivan",2011-12-12,2010-08-11,2011-05-19,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4214,NULL," Research In Motion Limited 
								  
",Dismissed,2011-05-26,2013-04-25,NULL," Technology"," Communications Equipment"," RIMM"," Public (Listed)"," Canada"," NASDAQ"," S.D. New York"," 11-CV-03615"," Hon.Alvin",2011-05-26,2010-12-16,2011-04-28,"Brower Piven (New York)488 Madison Avenue. Eighth Floor, Brower Piven (New York), NY 10022212.501.9000 212.501.0300 · info@browerpiven.com"," S.D. New York"," 11-CV-04068"," Hon.Alvin K. Hellerstein",2012-04-11,2010-12-16,2011-06-16,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4215,NULL," Boutique Hotel Development Company, LLC dba Hilton Promenade at Branson Landing 
								  
",Dismissed,2011-05-26,2014-05-08,NULL," Services"," Hotels & Motels"," "," Privately Held"," United States"," Privately Traded"," W.D. Missouri"," 11-CV-03190"," Hon. Rich",2011-05-26,2005-01-01,2010-02-28,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4216,NULL," WMS Industries Inc. 
								  
",Settled,2011-05-25,2014-03-31,NULL," Services"," Casinos & Gaming"," WMS"," Public (Listed)"," United States"," New York SE"," N.D. Illinois"," 11-CV-03503"," Hon. Jame",2011-05-25,2010-11-01,2011-04-11,"Robbins Geller Rudman & Dowd LLP  (San Diego)655 West Broadway, Suite 1900, Robbins Geller Rudman & Dowd LLP  (San Diego), CA 92101619.231.1058 619.231.7423 · "," N.D. Illinois"," 11-CV-03503"," Hon. James B. Zagel",2011-10-13,2010-09-21,2011-08-04,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4217,NULL," Orthovita, Inc. 
								  
",Settled,2011-06-01,2012-08-29,NULL," Healthcare"," Medical Equipment & Supplies"," VITA"," Public (Listed)"," United States"," NASDAQ"," E.D. Pennsylvania"," 11-CV-03535"," Hon. CYNT",2011-06-01,2011-05-16,2011-06-01,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4219,NULL," Computer Sciences Corporation 
								  
",Settled,2011-06-03,2013-09-20,NULL," Technology"," Computer Services"," CSC"," Public (Listed)"," United States"," New York SE"," E.D. Virginia"," 11-CV-00610"," Hon.T. S.",2011-06-03,2010-08-11,2011-05-25,"Labaton Sucharow LLP140 Broadway, Labaton Sucharow LLP, NY 10005212.907.0700 212.818.0477 · info@labaton.com"," E.D. Virginia"," 11-CV-00610"," Hon.T. S. Ellis, III",2011-10-19,2008-08-05,2011-08-09,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4220,NULL," Wonder Auto Technology, Inc. 
								  
",Settled,2011-05-31,2013-05-31,NULL," Consumer Cyclical"," Auto & Truck Manufacturers"," WATG"," Public (Listed)"," China"," NASDAQ"," S.D. New York"," 11-CV-03687"," Hon. Debo",2011-05-31,2008-05-14,2011-05-06,"Gold Bennett Cera & Sidener LLP595 Market Street, Suite 2300, Gold Bennett Cera & Sidener LLP, CA 94105-2835800.778.1822 415.777.5189 · info@gbcsf.com"," S.D. New York"," 11-CV-03687"," Hon. Deborah A. Batts",2011-12-05,2009-03-30,2011-05-06,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4221,NULL," Lawson Software, Inc. 
								  
",Dismissed,2011-06-07,2011-06-28,NULL," Technology"," Software & Programming"," LWSN"," Public (Listed)"," United States"," NASDAQ"," D. Minnesota"," 11-CV-01494"," Hon. Davi",2011-06-07,2011-03-11,2011-06-07,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4222,NULL," The Timberland Company 
								  
",Dismissed,2011-06-03,2013-04-25,NULL," Consumer Cyclical"," Footwear"," TBL"," Public (Listed)"," United States"," New York SE"," D. New Hampshire"," 11-CV-00277"," Hon. Stev",2011-06-03,2011-02-17,2011-05-04,"Scott & Scott LLC (Connecticut)P.O. Box 192, 108 Norwich Avenue, Scott & Scott LLC (Connecticut), CT 06415860.537.5537 860.537.4432 · scottlaw@scott-scott.com"," D. New Hampshire"," 11-CV-00277"," Hon. Steven J. McAuliffe",2012-01-04,2011-02-17,2011-05-04,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4223,NULL," Yahoo! Inc. 
								  
",Dismissed,2011-06-06,2012-08-10,NULL," Technology"," Computer Services"," YHOO"," Public (Listed)"," United States"," NASDAQ"," N.D. California"," 11-CV-02732"," Hon. Char",2011-06-06,2011-04-19,2011-05-13,"Robbins Geller Rudman & Dowd LLP (San Francisco)100 Pine Street, Suite 2600, Robbins Geller Rudman & Dowd LLP (San Francisco), CA 94111415.288.4545 415.288.4534 · "," N.D. California"," 11-CV-02732"," Hon. Charles R. Breyer",2011-12-15,2011-04-19,2011-07-29,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4224,NULL," Apple REIT Ten, Inc., Apple REIT Nine, Inc. 
								  
",Dismissed,2011-06-17,2013-04-25,NULL," Financial"," Investment Services"," "," Privately Held"," United States"," Privately Traded"," E.D. New York"," 11-CV-02919"," Hon. Kiyo",2011-06-17,2008-04-25,2011-06-17,"Girard Gibbs LLP (San Francisco)601 California Street, Suite 1400, Girard Gibbs LLP (San Francisco), CA 94108415.981.4800 415.981.4846 · mail@girardgibbs.com"," E.D. New York"," 11-CV-02919"," Hon. Kiyo A. Matsumoto",2012-02-17,2008-04-25,2011-06-17,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
4225,NULL," Green Bankshares, Inc. 
								  
",Dismissed,2011-06-16,2012-02-15,NULL," Financial"," Regional Banks"," GRNB"," Public (Listed)"," United States"," NASDAQ"," E.D. Tennessee"," 11-CV-00176"," Hon. J. R",2011-06-16,2011-05-11,2011-06-16,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4227,NULL," Deutsche Bank AG 
								  
",Settled,2011-06-21,2014-01-06,NULL," Financial"," Investment Services"," DB"," Public (Listed)"," Germany"," New York SE"," S.D. New York"," 11-CV-04209"," Hon. Barb",2011-06-21,2007-01-03,2009-01-16,"Robbins Geller Rudman & Dowd LLP (San Francisco)100 Pine Street, Suite 2600, Robbins Geller Rudman & Dowd LLP (San Francisco), CA 94111415.288.4545 415.288.4534 · "," S.D. New York"," 11-CV-04209"," Hon. Barbara S. Jones",2012-06-01,2007-01-03,2009-01-16,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4228,NULL," Carlyle Capital Corp. 
								  
",Dismissed,2011-06-21,2013-06-12,NULL," Financial"," Misc. Financial Services"," CARYF"," Public (Listed)"," Other"," Euronext"," D. District Columbia"," 11-CV-01142"," Hon. Amy ",2011-06-21,2007-06-19,2008-03-17,"Cuneo Gilbert & LaDuca, LLP (DC)507 C Street NE , Cuneo Gilbert & LaDuca, LLP (DC), DC 20002202.789.3960 202-789-1813  · "," D. District Columbia"," 11-CV-01142"," Hon. Amy Berman Jackson",2011-12-05,2007-07-04,2008-03-17,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4229,NULL," YUHE INTERNATIONAL, INC. 
								  
",Settled,2011-06-24,2014-06-10,NULL," Consumer Non-Cyclical"," Food Processing"," YUII"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-22305"," Hon. Patr",2011-06-24,2009-12-31,2011-06-23,"Gold Bennett Cera & Sidener LLP595 Market Street, Suite 2300, Gold Bennett Cera & Sidener LLP, CA 94105-2835800.778.1822 415.777.5189 · info@gbcsf.com"," C.D. California"," 11-CV-05511"," Hon. Patricia A. Seitz",2013-04-04,2009-12-31,2011-06-17,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
4230,NULL," California Pizza Kitchen, Inc.  
								  
",Dismissed,2011-06-24,2011-10-31,NULL," Services"," Restaurants"," CPKI"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 11-CV-05311"," Hon. Perc",2011-06-24,2011-05-25,2011-06-24,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4231,NULL," Smith Micro Software Inc.  
								  
",Dismissed,2011-06-29,2012-08-16,NULL," Technology"," Software & Programming"," SMSI"," Public (Listed)"," United States"," NASDAQ"," C.D. California"," 11-CV-00976"," Hon. Andr",2011-06-29,2010-11-03,2011-05-04,"Chapin Fitzgerald Sullivan & Bottini LLP550 West C Street, Suite 2000, Chapin Fitzgerald Sullivan & Bottini LLP, CA 92101619-241-4810   · "," C.D. California"," 11-CV-00976"," Hon. Andrew J. Guilford",2011-12-15,2010-11-03,2011-05-04,2011,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
4232,NULL," BIOMIMETIC THERAPEUTICS, INC., 
								  
",Dismissed,2011-07-06,2014-03-28,NULL," Healthcare"," Biotechnology & Drugs"," BMTI"," Public (Listed)"," United States"," NASDAQ"," M.D. Tennessee"," 11-CV-00653"," Hon. Will",2011-07-06,2009-10-14,2011-05-11,"Bramlett Law Offices (Nashville)2400 Crestmoor Road; P.O. Box 150734, Bramlett Law Offices (Nashville), TN 37215615.248.2828 866.816.4116 · "," M.D. Tennessee"," 11-CV-00653"," Hon. William J. Haynes, Jr",2011-11-28,2009-10-14,2011-05-15,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
4233,NULL," A-Power Energy Generation Systems, Ltd. 
								  
",Settled,2011-07-05,2014-10-24,NULL," Capital Goods"," Construction Services"," APWR"," Public (Listed)"," China"," NASDAQ"," C.D. California"," 11-CV-10395"," Hon.Georg",2011-07-05,2009-08-27,2011-06-27,"Lieff, Cabraser, Heimann & Bernstein LLPEmbarcadero Center West 275 Battery Street, Suite 3000, Lieff, Cabraser, Heimann & Bernstein LLP, CA 94111-3339415.956.1000 415.956.1008 · "," C.D. California"," 11-ML-02302"," Hon.George H Wu",2012-07-16,2008-03-21,2011-06-27,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4234,NULL," Duncan Energy Partners L.P. 
								  
",Dismissed,2011-07-05,2011-08-24,NULL," Utilities"," Natural Gas Utilities"," DEP"," Public (Listed)"," United States"," New York SE"," S.D. Texas"," 11-CV-02486"," Hon. Sim ",2011-07-05,2011-02-23,2011-07-05,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4235,NULL," Avon Products, Inc.  
								  
",Settled,2011-07-06,2018-09-17,NULL," Consumer Non-Cyclical"," Personal & Household Products"," AVP"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 11-CV-04665"," Hon. Paul",2011-07-06,2006-07-31,2011-05-24,"Berman DeValerio (Boston)One Liberty Square, Berman DeValerio (Boston), MA 02109617.542.8300 617.542.8300 · "," S.D. New York"," 11-CV-04665"," Hon. Paul G. Gardephe",2014-10-24,2006-07-31,2011-10-26,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4236,NULL," NESS TECHNOLOGIES, INC. 
								  
",Dismissed,2011-07-07,2012-01-23,NULL," Technology"," Software & Programming"," NSTC"," Public (Listed)"," Israel"," NASDAQ"," D. New Jersey"," 11-CV-03950"," Hon. Stan",2011-07-07,2011-06-10,2011-07-07,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4238,NULL," Ebix, Inc. 
								  
",Settled,2011-07-21,2016-01-04,NULL," Technology"," Software & Programming"," EBIX"," Public (Listed)"," United States"," NASDAQ"," N.D. Georgia"," 11-CV-02400"," Hon.Richa",2011-07-21,2009-05-06,2011-06-30,"Faruqi & Faruqi LLP (New York)685 3rd Avenue 26th Floor, Faruqi & Faruqi LLP (New York), NY212..983.9330 212..983.9331 · "," N.D. Georgia"," 11-CV-02400"," Hon.Richard W. Story",2011-11-28,2009-05-06,2011-06-30,2011,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4239,NULL," China Fire & Security Group 
								  
",Dismissed,2011-06-22,2011-09-13,NULL," Technology"," Scientific & Technical Instr."," CFSG"," Public (Listed)"," China"," NASDAQ"," S.D. Florida"," 11-CV-61400"," Hon. Will",2011-06-22,2011-05-20,2011-06-22,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4240,NULL," China Medicine Corporation 
								  
",Settled,2011-07-15,2014-01-07,NULL," Healthcare"," Biotechnology & Drugs"," CHME"," Public (Listed)"," China"," Pink Sheets"," C.D. California"," 11-CV-01061"," Hon.Josep",2011-07-15,2006-11-30,2011-03-23,"Abraham, Fruchter & Twersky (San Diego)12526 High Bluff Drive, Suite 300, Abraham, Fruchter & Twersky (San Diego), CA 92130858.792.3448 858.792.3448 · "," C.D. California"," 11-CV-01061"," Hon.Josephine Staton Tucker",2011-12-20,2006-12-04,2011-03-23,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
4242,NULL," Magnum D'Or Resources, Inc. 
								  
",Settled,2011-07-18,2012-09-21,NULL," Basic Materials"," Fabricated Plastic & Rubber"," MDOR"," Public (Listed)"," United States"," Pink Sheets"," S.D. Florida"," 11-CV-61591"," Hon. Dona",2011-07-18,2008-07-02,2010-04-13,"Barker, Rodems & Cook, PA400 N. Ashley Drive, Suite 2100, Barker, Rodems & Cook, PA, FL 33602813.489.1001 813.489-1008 · "," S.D. Florida"," 11-CV-62200"," Hon. Donald L. Graham",2011-10-12,2008-07-02,2010-04-13,2011,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4243,NULL," News Corporation 
								  
",Dismissed,2011-07-19,2016-09-21,NULL," Services"," Printing & Publishing"," NWS"," Public (Listed)"," United States"," NASDAQ"," S.D. New York"," 11-CV-04947"," Hon. Alvi",2011-07-19,2011-03-03,2011-07-11,"Robbins Geller Rudman & Dowd LLP (San Francisco)100 Pine Street, Suite 2600, Robbins Geller Rudman & Dowd LLP (San Francisco), CA 94111415.288.4545 415.288.4534 · "," S.D. New York"," 11-CV-04947"," Hon. Alvin K. Hellerstein",2012-07-31,2011-02-15,2011-07-18,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4244,NULL," Progress Energy, Inc. 
								  
",Dismissed,2011-07-18,2011-12-09,NULL," Utilities"," Electric Utilities"," PGN"," Public (Listed)"," United States"," New York SE"," E.D. North Carolina"," 11-CV-00120"," Hon. Jame",2011-07-18,2011-01-10,2011-07-18,"Levi & Korsinsky, LLP30 Broad Street, 15 1h Floor, Levi & Korsinsky, LLP, NY 10004212.363.7500 212.363-7171 · "," E.D. North Carolina"," 11-CV-00397"," Hon. James C. Dever, III",2011-07-18,2011-01-10,2011-07-18,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL
4245,NULL," Jiangbo Pharmaceuticals, Inc. 
								  
",Dismissed,2011-07-15,2014-09-18,NULL," Healthcare"," Biotechnology & Drugs"," JGBO"," Public (Listed)"," China"," NASDAQ"," S.D. Florida"," 11-CV-22556"," Hon. Marc",2011-07-15,2010-05-17,2011-05-31,"Milberg LLP201 North Franklin Street, Suite 3200, Milberg LLP, FL 33602813.367.5713 561 892-8164 · polaszek@milberg.com"," S.D. Florida"," 11-CV-22556"," Hon. Marcia G. Cooke",2011-11-16,2010-06-08,2011-05-31,2011,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4246,NULL," Satcon Technology Corporation 
								  
",Settled,2011-07-19,2014-05-05,NULL," Technology"," Semiconductors"," SATC"," Public (Listed)"," United States"," NASDAQ"," D. Massachusetts"," 11-CV-11270"," Hon. Doug",2011-07-19,2010-03-04,2011-07-05,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," D. Massachusetts"," 11-CV-11270"," Hon. Douglas P. Woodlock",2012-06-25,2010-08-05,2011-08-10,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4247,NULL," Mindray Medical International Limited 
								  
",Dismissed,2011-07-21,2011-12-20,NULL," Technology"," Scientific & Technical Instr."," MR"," Public (Listed)"," China"," New York SE"," S.D. New York"," 11-CV-05021"," Hon. Naom",2011-07-21,2010-01-11,2010-08-09,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4248,NULL," Zoo Entertainment, Inc. 
								  
",Dismissed,2011-07-22,2013-09-19,NULL," Technology"," Software & Programming"," ZOOG"," Public (Listed)"," United States"," NASDAQ"," S.D. Ohio"," 11-CV-00490"," Hon. Herm",2011-07-22,2010-05-17,2011-04-15,"Faruqi & Faruqi LLP (New York)685 3rd Avenue 26th Floor, Faruqi & Faruqi LLP (New York), NY212..983.9330 212..983.9331 · "," S.D. Ohio"," 11-CV-00490"," Hon. Herman J. Weber",2011-12-12,2010-07-07,2011-04-15,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4249,NULL," China Security & Surveillance Technology Inc. 
								  
",Dismissed,2011-07-21,2011-10-18,NULL," Services"," Security Systems & Services"," CSR"," Public (Listed)"," China"," NASDAQ"," D. Delaware"," 11-CV-00646"," Hon.Eduar",2011-07-21,2011-04-21,2011-07-21,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
4250,NULL," Lockheed Martin Corporation 
								  
",Settled,2011-07-20,2014-01-30,NULL," Capital Goods"," Aerospace & Defense"," LMT"," Public (Listed)"," United States"," New York SE"," S.D. New York"," 11-CV-05026"," Hon. Jed ",2011-07-20,2009-04-21,2009-07-21,"Robbins Geller Rudman & Dowd LLP (Melville)58 South Service Road, Suite 200, Robbins Geller Rudman & Dowd LLP (Melville), NY 11747631.367.7100 631.367.1173 · "," S.D. New York"," 11-CV-05026"," Hon. Jed S. Rakoff",2011-10-06,2009-04-21,2009-07-21,2011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1
4251,NULL," BJ's Wholesale Club, Inc. 
								  
",Dismissed,2011-07-27,2013-03-13,NULL," Services"," Retail (Specialty)"," BJ"," Public (Listed)"," United States"," New York SE"," D. Massachusetts"," 11-CV-11339"," Hon. Mark",2011-07-27,2011-06-29,2011-07-27,None,None,None,None,1900-01-01,1900-01-01,1900-01-01,2011,1,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
